gene_id	gene_symbol	median_cluster1	median_cluster2	diff	p_value	fdr
SLC6A3|6531	SLC6A3	9.611451145644768	11.590844316946862	-1.9793931713020942	3.48006129736627e-8	3.575100534827339e-6
GBP4|115361	GBP4	10.743040580008628	11.501668031429691	-0.7586274514210629	3.5670211924885114e-8	3.6271121965390252e-6
EFNB2|1948	EFNB2	10.20365395612735	11.204124817852007	-1.000470861724656	3.584654893737866e-8	3.6271121965390252e-6
PSTK|118672	PSTK	4.847981153518145	4.43229133824778	0.4156898152703645	3.5846580349990985e-8	3.6271121965390252e-6
GIMAP7|168537	GIMAP7	8.94090373307191	9.80788939308089	-0.8669856600089805	3.602379442160016e-8	3.6271121965390252e-6
KCNJ3|3760	KCNJ3	6.167938415406617	7.792582088787301	-1.6246436733806844	3.7105058205749285e-8	3.7147875751629576e-6
NYX|60506	NYX	2.428374350966564	3.5647195944430954	-1.1363452434765313	3.7261679897128196e-8	3.7147875751629576e-6
BHMT|635	BHMT	11.419375796138535	12.3523028005919	-0.9329270044533651	3.747242442477989e-8	3.7174849289641932e-6
SCN4A|6329	SCN4A	5.224793524887929	6.735928284277653	-1.5111347593897246	3.765742785455385e-8	3.717614755709565e-6
PIK3C2B|5287	PIK3C2B	9.089450784825441	9.719332344230077	-0.6298815594046356	3.8595778320409574e-8	3.791754182759461e-6
NRIP2|83714	NRIP2	8.373539985603028	9.305660505173922	-0.9321205195708941	3.8786157337985424e-8	3.792049527565937e-6
MEF2C|4208	MEF2C	10.489691220096073	11.011234245207877	-0.5215430251118036	4.03423592103031e-8	3.9252339697024715e-6
CASKIN2|57513	CASKIN2	9.696758054014285	10.275821872982945	-0.5790638189686597	4.0640769977379184e-8	3.935348817235406e-6
C20orf160|140706	C20orf160	7.4016901872153245	8.198999911891342	-0.7973097246760172	4.114297920520244e-8	3.965007681689938e-6
C18orf34|374864	C18orf34	3.056915314594259	4.418169704187635	-1.361254389593376	4.175338799631431e-8	4.004763347248384e-6
NOSTRIN|115677	NOSTRIN	9.100092105512537	9.645474706735328	-0.5453826012227907	4.363837100817071e-8	4.165817700298862e-6
C20orf24|55969	C20orf24	10.29833207311723	9.727837088879847	0.5704949842373832	4.5829403269646486e-8	4.3544387951695095e-6
SCARF1|8578	SCARF1	8.759725631604084	9.435536922670114	-0.6758112910660294	4.696450366474248e-8	4.441437500780646e-6
NOTCH4|4855	NOTCH4	10.41971244435207	11.341190774361925	-0.9214783300098546	4.7426191244795766e-8	4.443570640797114e-6
RBMS2|5939	RBMS2	10.69006467127559	11.054719620431934	-0.36465494915634444	4.7426191244795766e-8	4.443570640797114e-6
AGMAT|79814	AGMAT	8.038335084397708	8.981972492441502	-0.9436374080437933	4.836271862556946e-8	4.510436403429837e-6
TIE1|7075	TIE1	9.995418935276902	10.698001376855377	-0.7025824415784747	5.028985182530712e-8	4.668651473580575e-6
