patient_id	PC1	PC2	cluster
TCGA-CZ-5455	-7.159878715493019	0.8740764083905288	2
TCGA-CZ-5456	-4.763911854334722	1.4414298096226152	2
TCGA-CZ-5457	0.5643497547747924	-0.8153318247728987	2
TCGA-CZ-5458	-7.50784935607527	-4.257990626060973	2
TCGA-CZ-5459	-0.12245794104959784	-0.788953670785983	2
TCGA-CZ-5460	-3.10031863561009	4.831553264814319	2
TCGA-CZ-5461	-3.308367076375883	-2.166216842127816	2
TCGA-CZ-5462	7.672246105152099	4.599990786183085	1
TCGA-CZ-5463	-1.9429584315122554	-3.1824122002055413	2
TCGA-CZ-5464	-5.874267445451495	2.4642186053023836	2
TCGA-CZ-5465	-4.3982398519004215	-3.0749406184875547	2
TCGA-CZ-5466	-3.5450745196808646	-2.0934961037748203	2
TCGA-CZ-5467	-6.098073324968909	-1.8394409766287891	2
